pid,lat,lon
60171|2076218187|0174232619,41.93432236,-87.83145905
60171|2107193706|4016617786,41.92951584,-87.84119415
60171|2135148804|0071254906,41.92533493,-87.82704926
60171|2149192925|0358094977,41.92836761,-87.83206177
60171|2195828963|0528928931,41.93067169,-87.83876801
60171|2218000326|3785431291,41.93437958,-87.83216858
60171|2305423102|0522562408,41.92471313,-87.85028076
60171|2335842821|2849241910,41.93606949,-87.83206940
60171|2387727550|1897122752,41.91709137,-87.83619690
60171|2452787526|4119338215,41.93510437,-87.83039093
60171|2473594658|1906881684,41.93680954,-87.83115387
60171|2477846707|3079085769,41.92820358,-87.84797668
60171|2539117691|1256998001,41.92943954,-87.84069061
60171|2550405286|0570070123,41.93080521,-87.83628845
60171|2560369665|1037656048,41.93508530,-87.83106995
60171|2583814274|2986722163,41.93454742,-87.83472443
60171|2587882234|3527514850,41.92508316,-87.83318329
60171|2624309955|0883301447,41.92808533,-87.83206177
60171|2672460040|2973730494,41.92506790,-87.84314728
60171|2677140180|2349759900,41.92975235,-87.84260559
60171|2867514851|2925748540,41.93510437,-87.83045197
60171|2982176863|2504225397,41.93643951,-87.82987976
60171|3147844547|3781004469,41.92461014,-87.84420013
60171|3220436399|0177427463,41.92868042,-87.83206940
60171|3254438807|2306865728,41.92617035,-87.84670258
60171|3274852317|2464594077,41.93430710,-87.83128357
60171|3281071000|1404380197,41.93685150,-87.83206940
60171|3462821362|0911662378,41.92876053,-87.83453369
60171|3618532333|0028337850,41.92550278,-87.83198547
60171|3625198770|0402696936,41.93428802,-87.83108521
60171|3627230596|0206308260,41.92603302,-87.85153961
60171|3629064104|0211365107,41.93767929,-87.83012390
60171|3704144144|1769434506,41.93437576,-87.83197021
60171|3726498844|0126372747,41.92678070,-87.82959747
60171|3784156225|1557529181,41.92328644,-87.83547974
60171|3811581682|1075596528,41.92587662,-87.82955170
60171|3932191820|2566050258,41.92291641,-87.84175873
60171|3940696124|0559038103,41.92589569,-87.83818054
60171|3946632573|2634440859,41.93452072,-87.83418274
60171|3968432621|0398090078,41.93080521,-87.83628845
60171|3979406212|0688883473,41.93508911,-87.83102417
60171|3988858079|0110504263,41.92941666,-87.84673309
60171|3998148840|1661031931,41.93765259,-87.83126068
60171|4053949648|3939741315,41.93489838,-87.82983398
60171|4068766420|0142723427,41.93417740,-87.82976532
60171|4093037339|2745157071,41.93434143,-87.82723236
60171|4102173806|2557239799,41.92149353,-87.84284210
60171|4138648484|3690976707,41.93508148,-87.83124542
60171|4178844516|0267087155,41.92308426,-87.83187866
60171|4183728240|0823323834,41.93156815,-87.85079193
60171|4292615048|1653476397,41.92684555,-87.83325195
60176|0039055582|3617612500,41.95948029,-87.87250519
60176|0049171993|0181602509,41.94979095,-87.87840271
60176|0054487056|1652157330,41.96531296,-87.86390686
60176|0075707133|3727651961,41.94977951,-87.87879181
60176|0080724322|2509130213,41.95297241,-87.85758209
60176|0096872655|2102225457,41.95515442,-87.87831879
60176|0106695111|3391922892,41.96091843,-87.86111450
60176|0190685760|1338384383,41.95846558,-87.86212158
60176|0198891508|1252178856,41.95235062,-87.85721588
60176|0225738064|3602769964,41.96945953,-87.86721039
60176|0233769626|3492564987,41.94720840,-87.87204742
60176|0253258564|1716136857,41.96581268,-87.86560059
60176|0262046302|3967073397,41.96338654,-87.86365509
60176|0278716038|3525423677,41.95672989,-87.87426758
60176|0299432842|0512380600,41.96281052,-87.86131287
60176|0311387974|1554252498,41.95825958,-87.87588501
60176|0311387974|2736358119,41.95825958,-87.87588501
60176|0362522182|1698809372,41.96533203,-87.86344910
60176|0371524116|3932686951,41.94977188,-87.87957001
60176|0386155948|0866819180,41.95172119,-87.85716248
60176|0407348704|1587961073,41.96123123,-87.87571716
60176|0408994100|4290750124,41.95634842,-87.87763977
60176|0441524182|4049846128,41.94764328,-87.86699677
60176|0451699791|2899360100,41.96479416,-87.87133789
60176|0463110769|2632388973,41.95366669,-87.87831116
60176|0469520013|1134927468,41.96818924,-87.86848450
60176|0510919174|3649772825,41.95945358,-87.86336517
60176|0511470811|1058327616,41.95722580,-87.87263489
60176|0516754121|1265495469,41.96654892,-87.86336517
60176|0521153860|0033079445,41.95627594,-87.87709045
60176|0543097065|0039988985,41.96598816,-87.86187744
60176|0551909564|2178394213,41.95101929,-87.85748291
60176|0558130472|0979612943,41.96638489,-87.86854553
60176|0607389958|0521525538,41.96042252,-87.87280273
60176|0623428092|1214070687,41.96654129,-87.86431122
60176|0632514039|0518038172,41.95905685,-87.87587738
60176|0644456375|1947500731,41.96752167,-87.87147522
60176|0646390429|3497630276,41.95174789,-87.85643768
60176|0656637227|3568156072,41.96037674,-87.86464691
60176|0688949573|3477344737,41.95600128,-87.86190796
60176|0699240850|3241354959,41.95102692,-87.85719299
60176|0711133776|2684101621,41.96654510,-87.86395264
60176|0716029918|2306890081,41.95151901,-87.86740112
60176|0717626018|0749090645,41.95103836,-87.85681152
60176|0732098504|0101034701,41.96531296,-87.86396027
60176|0732836478|2050047611,41.95298386,-87.85715485
60176|0744039830|0226687051,41.95047379,-87.87406921
60176|0744865524|4140121903,41.95958710,-87.86580658
60176|0750147058|0326275998,41.95839691,-87.86212158
60176|0757905034|3334253593,41.95463943,-87.86453247
60176|0758872432|1621218007,41.94977570,-87.87918091
60176|0760393748|3120904892,41.95298004,-87.86042023
60176|0768825709|2672111209,41.96661377,-87.87164307
60176|0792856578|3260983693,41.94978333,-87.87860107
60176|0840171912|2053382307,41.95710754,-87.87263489
60176|0861901029|2471681434,41.96811676,-87.86969757
60176|0873045551|0101803109,41.95011520,-87.85612488
60176|0893896610|3226056915,41.96537018,-87.86299896
60176|0905653982|3207731954,41.95824814,-87.87709045
60176|0907697361|3871890162,41.96251297,-87.86128235
60176|0983993148|2438677605,41.94757462,-87.86995697
60176|0993785002|2455684758,41.94810486,-87.87091064
60176|0999568159|0596020936,41.96945572,-87.86743164
60176|1007486621|0083423124,41.96009827,-87.87600708
60176|1026703681|0765226576,41.94625854,-87.87443542
60176|1026703681|4195049648,41.94625854,-87.87443542
60176|1033313041|1971048165,41.97148514,-87.86727905
60176|1042342634|2234399886,41.96211624,-87.86591339
60176|1064622993|0536711240,41.96192932,-87.87381744
60176|1073696185|3723502205,41.94701767,-87.85569763
60176|1078957770|0173725997,41.95761490,-87.87425995
60176|1102754232|3812993442,41.95725250,-87.86978149
60176|1117017905|0671737639,41.94669342,-87.87203979
60176|1125031578|4249024330,41.94765472,-87.86655426
60176|1149576692|0017911474,41.95235443,-87.85712433
60176|1151717642|3175294892,41.95468521,-87.87709808
60176|1191467714|3413425479,41.96479416,-87.87142944
60176|1194890045|2096703694,41.95174789,-87.85640717
60176|1204540723|1852291845,41.94889069,-87.87094116
60176|1204870426|1938174641,41.94728470,-87.86942291
60176|1207234159|2600697313,41.95395279,-87.85933685
60176|1234200568|0931043091,41.96654510,-87.86387634
60176|1236441619|2302400456,41.95592880,-87.87418365
60176|1239348485|0420056306,41.95373535,-87.87831116
60176|1271274586|0429565189,41.95274734,-87.88555908
60176|1272610951|1091374064,41.95298767,-87.85698700
60176|1284093399|4258612988,41.96316147,-87.86595917
60176|1284831998|3641260148,41.95298004,-87.85726166
60176|1293770114|0122651792,41.95236206,-87.85672760
60176|1300162860|0346008604,41.96661758,-87.87145996
60176|1314743764|1056019571,41.95128250,-87.86254883
60176|1323659319|0735437606,41.95997238,-87.86226654
60176|1332611971|3116692503,41.96076965,-87.86109924
60176|1339307191|3080710428,41.95298386,-87.85717773
60176|1349635582|4232633608,41.95125198,-87.88555908
60176|1362855070|1063875411,41.96606445,-87.86854553
60176|1369375441|2902674048,41.95915985,-87.87631226
60176|1380912502|2114383668,41.96362305,-87.86257172
60176|1402168729|1767254199,41.97171402,-87.86851501
60176|1426517820|3557282981,41.96538925,-87.86299896
60176|1438176346|3921182671,41.96654510,-87.86400604
60176|1456852363|3773620392,41.94616318,-87.87078857
60176|1466543552|3665503145,41.95509720,-87.86184692
60176|1469011658|1856761966,41.95112228,-87.87192535
60176|1482831621|3270491758,41.94791794,-87.85585785
60176|1485060116|1201518723,41.96654892,-87.86340332
60176|1487650493|1847602982,41.96791840,-87.86848450
60176|1490400212|2870332412,41.96939468,-87.87038422
60176|1493424698|2704355434,41.96266556,-87.86129761
60176|1504335339|2660460327,41.95119095,-87.86740112
60176|1517851442|0881690641,41.95613861,-87.86191559
60176|1533531339|3751737307,41.94612885,-87.87078857
60176|1544563767|0858341199,41.96654510,-87.86367035
60176|1546287118|1978700151,41.95705795,-87.86440277
60176|1554473462|3382802768,41.96478653,-87.87177277
60176|1560115734|3045909478,41.94796371,-87.87995911
60176|1561636458|3677763184,41.95234680,-87.85741425
60176|1563566503|0310352520,41.94977951,-87.87889862
60176|1573901549|2076141334,41.94765854,-87.87088776
60176|1587006430|2054017267,41.94978714,-87.87857056
60176|1604176741|1102730727,41.95297623,-87.85739136
60176|1626913784|0448968660,41.96259308,-87.86128998
60176|1629439707|1964887334,41.94977570,-87.87928772
60176|1634633131|0076348833,41.95322800,-87.86859131
60176|1639642378|1792117714,41.94885635,-87.87577820
60176|1655941548|4105168784,41.95288086,-87.86160278
60176|1663990279|0740439665,41.96247864,-87.86127472
60176|1664052203|2387678933,41.96039963,-87.86233521
60176|1685541187|0770738520,41.94923019,-87.87095642
60176|1721065204|2625998735,41.96528244,-87.86494446
60176|1735789844|0717067959,41.96799850,-87.86969757
60176|1737202497|3372497264,41.96530151,-87.86430359
60176|1777467498|0906838491,41.96751404,-87.87140656
60176|1794794238|3955000008,41.95202637,-87.86380005
60176|1800591610|1207447007,41.95361710,-87.85729980
60176|1810170941|1093425690,41.95299149,-87.85685730
60176|1829690959|1115121939,41.95135498,-87.87104797
60176|1851499529|2118766188,41.94979477,-87.87837982
60176|1854413952|2084927010,41.94746780,-87.87322235
60176|1885570163|2183776844,41.95863724,-87.86452484
60176|1891211498|2232788875,41.95115280,-87.86897278
60176|1891282166|0347601514,41.95299530,-87.85672760
60176|1914625873|4176083122,41.95583344,-87.86190033
60176|1938129484|3905130629,41.95957947,-87.86220551
60176|1940004324|1336805795,41.96386719,-87.87261200
60176|1945308080|0451250416,41.94977570,-87.87897491
60176|1947302355|1880291200,41.94658661,-87.85559082
60176|1953220077|3716311968,41.96062088,-87.86237335
60176|1979133390|1043738363,41.95461273,-87.87952423
60176|1979133390|3682990807,41.95461273,-87.87952423
60176|1995367086|1339441533,41.96029663,-87.86231995
60176|2047161766|2746187207,41.94873428,-87.88545227
60176|2058050625|1045378528,41.96791840,-87.86969757
60176|2068263199|0519429496,41.95722580,-87.87589264
60176|2078241943|1192072101,41.96215439,-87.86475372
60176|2105548285|1258290338,41.95309067,-87.87104034
60176|2166850035|0111185662,41.95602798,-87.86069489
60176|2170195976|4066026928,41.95723343,-87.86441803
60176|2185696099|3556693937,41.95299149,-87.85688019
60176|2189453099|2831229405,41.96942139,-87.86892700
60176|2219588476|3121007010,41.96108246,-87.87320709
60176|2222127543|2383858851,41.95325851,-87.87589264
60176|2224818467|2447375024,41.95366669,-87.85762024
60176|2228835194|2613123816,41.96099854,-87.86112213
60176|2231123092|0391206677,41.96321869,-87.86364746
60176|2233139346|1631508638,41.96006012,-87.86461639
60176|2235000046|3337706198,41.96708298,-87.86970520
60176|2271423720|3030874944,41.94746399,-87.87327576
60176|2279561103|2264900775,41.96785355,-87.86969757
60176|2316406248|1896392072,41.95297623,-87.85741425
60176|2331508176|3069047512,41.95174026,-87.85659027
60176|2349990715|2584695767,41.96972275,-87.86178589
60176|2358011747|0038710390,41.94938278,-87.87096405
60176|2364229677|1326126004,41.95350266,-87.87831116
60176|2371765205|2221190753,41.96386719,-87.87261200
60176|2393224271|3416125900,41.96386719,-87.87261200
60176|2396694012|1197315934,41.96569061,-87.87171173
60176|2407868710|3781081233,41.94696426,-87.87568665
60176|2410692109|2931011817,41.96561813,-87.87514496
60176|2431954758|1113658218,41.95779419,-87.87588501
60176|2447955104|2996199888,41.94802856,-87.87816620
60176|2453499847|0214116844,41.96803284,-87.86174011
60176|2459008457|0664985549,41.94656754,-87.88535309
60176|2459008457|2718230125,41.94656754,-87.88535309
60176|2468662161|3750839689,41.94977188,-87.87953186
60176|2473404199|2599648925,41.96530151,-87.86428070
60176|2477398028|1459430366,41.95468140,-87.87802124
60176|2477916338|1810960783,41.96300125,-87.86257172
60176|2484134830|2943121730,41.94765472,-87.86652374
60176|2500685224|0102507252,41.95862961,-87.86330414
60176|2517344170|2730925797,41.95103836,-87.85669708
60176|2545115380|1039216597,41.96532822,-87.86358643
60176|2545709691|1427976489,41.95297623,-87.87709808
60176|2552758081|2600870653,41.95737839,-87.87710571
60176|2559049328|0027749610,41.95859909,-87.86089325
60176|2560364804|3090881956,41.95848465,-87.86451721
60176|2563875526|0365846476,41.96062469,-87.86108398
60176|2582162512|4072864953,41.95428085,-87.88925171
60176|2585892447|1121927792,41.94750214,-87.87088013
60176|2592279267|0045701689,41.95235443,-87.85701752
60176|2597836125|2039626926,41.94834900,-87.87997437
60176|2610093846|2660365478,41.96120834,-87.86114502
60176|2626775834|2990553099,41.96062088,-87.87297058
60176|2628265930|3458358421,41.96985626,-87.86179352
60176|2647891307|0704558367,41.96968842,-87.86178589
60176|2680710222|0213109369,41.94961929,-87.88063812
60176|2684183553|0057454828,41.94827271,-87.87284088
60176|2693875198|2095271860,41.95053101,-87.87239075
60176|2710790538|1442883993,41.95111465,-87.87234497
60176|2713301756|4198938743,41.94636917,-87.86595154
60176|2715644925|1684092905,41.95236588,-87.85665894
60176|2719675395|2759296921,41.96944809,-87.86769867
60176|2757318433|3210575522,41.96465683,-87.86257935
60176|2778831364|4260699194,41.94776535,-87.87205505
60176|2788101008|0225255711,41.96026611,-87.86231232
60176|2832459117|3037644698,41.97003937,-87.86179352
60176|2843326080|4214307043,41.96395874,-87.86368561
60176|2845285196|0121661037,41.94884491,-87.87094116
60176|2855429689|2718012013,41.94977570,-87.87914276
60176|2908019073|3140646122,41.94713974,-87.87448120
60176|2925422459|3626344247,41.96704102,-87.86854553
60176|2926416240|2731002417,41.96594620,-87.87590027
60176|2936991357|2468615865,41.94822311,-87.86676788
60176|2953136137|3384216523,41.95235825,-87.85688019
60176|2961508396|1773557029,41.95348740,-87.86268616
60176|2985313764|4084248034,41.96142197,-87.86116791
60176|2999500924|2262124569,41.95182419,-87.85897827
60176|3079657593|0046274059,41.95634842,-87.87763977
60176|3088524991|3276824555,41.95988846,-87.87453461
60176|3099775360|2441741315,41.95444107,-87.86179352
60176|3120555502|2511169829,41.94977570,-87.87914276
60176|3131977640|4253748974,41.94746780,-87.87316132
60176|3133037299|1810532929,41.95586777,-87.86979675
60176|3133037299|3964830563,41.95586777,-87.86979675
60176|3142600167|1374826376,41.94977188,-87.86125183
60176|3161274816|0176102972,41.95353317,-87.86269379
60176|3161274816|1261383657,41.95353317,-87.86269379
60176|3172944026|1805405020,41.97163010,-87.86373901
60176|3174958073|2367261228,41.96278000,-87.86130524
60176|3202401976|4152961988,41.94983292,-87.87374878
60176|3217255994|1271395367,41.96084213,-87.86110687
60176|3227157599|2388876459,41.94979477,-87.87837982
60176|3228051486|1008561705,41.96004868,-87.87416840
60176|3239694687|2256387482,41.96495819,-87.87348938
60176|3246897058|3800982492,41.95298767,-87.85698700
60176|3254120415|2176888052,41.95363235,-87.85740662
60176|3261829800|3334451709,41.94834137,-87.87219238
60176|3266290869|2502532195,41.95827484,-87.87430573
60176|3267884364|0136947225,41.95426178,-87.86163330
60176|3271001629|0283822018,41.95840836,-87.86328888
60176|3272213677|1168585745,41.96605682,-87.86731720
60176|3272213677|3322307525,41.96605682,-87.86731720
60176|3298620046|0930854253,41.94754028,-87.87049103
60176|3322380962|1421103517,41.94979095,-87.87840271
60176|3323501472|0208668011,41.95632172,-87.87741089
60176|3345620575|0527702779,41.96958160,-87.86970520
60176|3348498455|1316589856,41.94956207,-87.88549042
60176|3390837049|1551441831,41.97006607,-87.86971283
60176|3399963106|0231731442,41.96040726,-87.86465454
60176|3420633396|0541334852,41.96528244,-87.86489868
60176|3420633396|0833043024,41.96528244,-87.86489868
60176|3426724406|0509363226,41.94691849,-87.85710907
60176|3439713424|3000904532,41.96567917,-87.87232971
60176|3444084295|3229882536,41.95574570,-87.86310577
60176|3451573148|1717031893,41.96107483,-87.86112976
60176|3459573270|1326799561,41.95235062,-87.85732269
60176|3469567239|1183176090,41.95053864,-87.87222290
60176|3478610427|3842239532,41.95827484,-87.86210632
60176|3488834161|2126600091,41.96983719,-87.86576080
60176|3491856038|2503208173,41.95132446,-87.86049652
60176|3507501407|3366767880,41.95392990,-87.87709808
60176|3517188060|0238360262,41.94748306,-87.87597656
60176|3545609786|1914293992,41.95138168,-87.86859894
60176|3555358951|0440592733,41.96234131,-87.86476898
60176|3564374528|3867417251,41.96252060,-87.86254120
60176|3576043172|0499390624,41.96531296,-87.86397552
60176|3579260740|0657125364,41.95132065,-87.86074829
60176|3602973661|1897396621,41.95594406,-87.86190796
60176|3656620932|3292041888,41.95392609,-87.86740875
60176|3678024743|0767563871,41.96237946,-87.86252594
60176|3689709892|0344142917,41.96532059,-87.86374664
60176|3695026498|1398644594,41.95134354,-87.85895538
60176|3703293298|3917390079,41.95365906,-87.87953186
60176|3718136945|1602298162,41.94762802,-87.86772919
60176|3746376111|3107715950,41.95235062,-87.85721588
60176|3783232017|2270754844,41.94763947,-87.86708069
60176|3790011053|1994544916,41.96292496,-87.86132050
60176|3791521774|2426083560,41.95505142,-87.87709808
60176|3803372017|2619463662,41.95703125,-87.87709045
60176|3809472393|3296787364,41.96802139,-87.86969757
60176|3843201692|1882283239,41.96942139,-87.86892700
60176|3854538446|3539929387,41.96527863,-87.86505890
60176|3859173393|0916484522,41.96813583,-87.86848450
60176|3860097365|3257311214,41.95236588,-87.85656738
60176|3860847285|3163606556,41.95426178,-87.86163330
60176|3877159783|0133624470,41.95749664,-87.86978149
60176|3877159783|0880573630,41.95749664,-87.86978149
60176|3886217227|2455689063,41.95618439,-87.87100983
60176|3887587524|1071970166,41.94873428,-87.87819672
60176|3888430921|3477962360,41.94757843,-87.86943817
60176|3890104346|2109610103,41.94930649,-87.87095642
60176|3921571835|4081646873,41.94961929,-87.88063812
60176|3923716574|3299075506,41.96527481,-87.86524963
60176|3954651943|0455495309,41.95171356,-87.85736847
60176|3961273277|1225953325,41.95975494,-87.86459351
60176|3967286956|2222070514,41.95235062,-87.85719299
60176|3973229868|2130468566,41.95986938,-87.86225128
60176|3982960968|2619491496,41.95594025,-87.87426758
60176|4002826300|2972956123,41.95355606,-87.86979675
60176|4002918735|3326056894,41.96272659,-87.86255646
60176|4007960132|2415332810,41.95361710,-87.85729980
60176|4010276667|1293839123,41.95277405,-87.88076019
60176|4010276667|3303302718,41.95277405,-87.88076019
60176|4014554571|2157027618,41.94884491,-87.87819672
60176|4024055158|0948435811,41.96474457,-87.87354279
60176|4044769259|2639666280,41.95332718,-87.86739349
60176|4047109048|0298396510,41.96300507,-87.86132813
60176|4132353945|3556184482,41.95050812,-87.87307739
60176|4133653783|3641101291,41.95295715,-87.88076019
60176|4165922968|3617542138,41.95103073,-87.85697937
60176|4186451679|2853024258,41.95146942,-87.86376953
60176|4201051001|1178510694,41.95715714,-87.86322784
60176|4202760440|0687642034,41.95104599,-87.85652924
60176|4224560148|2448057689,41.94796371,-87.87995911
60176|4251058044|3692084249,41.95143890,-87.86155701
60176|4268552712|1868267819,41.96218872,-87.86592102
60176|4274151983|0682561933,41.95050430,-87.87314606
60176|4277661870|2270000317,41.95859528,-87.87100220
60176|4289279485|0183234637,41.96492767,-87.87348938
60176|4290756714|3618142305,41.96825790,-87.86969757
60202|1628029067|0414896098,42.02824402,-87.69496155
60301|0161325295|1581954568,41.88726044,-87.80111694
60301|0619786530|1029813992,41.88764572,-87.79710388
60301|1243212708|2628051774,41.88869095,-87.79653168
60301|1740684585|0739648499,41.88726044,-87.80111694
60301|2617093454|1741508362,41.88858795,-87.80502319
60301|2698755167|3371558710,41.88854218,-87.79138947
60301|3958725558|0095022056,41.88751602,-87.80242920
60302|0024129782|3266259937,41.88929367,-87.77655029
60302|0302894066|0250614067,41.89317703,-87.78643799
60302|0350042431|3263884081,41.90563965,-87.78711700
60302|0474606365|2396040301,41.90467072,-87.77903748
60302|0535982436|3244702468,41.88264847,-87.77471161
60302|0628189827|2810382279,41.89165878,-87.79456329
60302|0784249362|0088694224,41.88541412,-87.80287933
60302|1018793318|4068970954,41.89142609,-87.79748535
60302|1055513805|0728527504,41.89680862,-87.77841187
60302|1104658628|3931736849,41.88598633,-87.79270935
60302|1484830366|2764512290,41.90793991,-87.77684784
60302|1582386965|0683599245,41.88312531,-87.78776550
60302|1906748458|0203497581,41.89321899,-87.77712250
60302|1907274587|1318955760,41.89186859,-87.77979279
60302|1919168994|2422718237,41.89716721,-87.78331757
60302|2016308676|0536973663,41.88997269,-87.77656555
60302|2119813667|3818980941,41.88677216,-87.78787231
60302|2153774166|1803237728,41.88332367,-87.79432678
60302|2258803373|2520020361,41.88150406,-87.79853058
60302|2321773462|3055858159,41.88057709,-87.80229950
60302|2508677308|3596362314,41.87966919,-87.80017853
60302|2571211573|0975781745,41.87998199,-87.77822113
60302|3159169385|0814655375,41.87979126,-87.78944397
60302|3288023948|3889459173,41.90026093,-87.77773285
60302|3336691386|2248699957,41.89055634,-87.80463409
60302|3338092337|0639574858,41.90385437,-87.79779816
60302|3570139915|0558375156,41.89187241,-87.77519226
60302|4006344870|2452867239,41.88158798,-87.79568481
60302|4071626393|3796480593,41.89682388,-87.79763794
60302|4083235737|2305350851,41.90044785,-87.77650452
60302|4281618296|2178896181,41.90242767,-87.78414154
60304|1717823731|0213818268,41.87531662,-87.79161835
60304|2936775074|2321845175,41.87770844,-87.78188324
60304|3809566651|0622494278,41.87511826,-87.80209351
60305|0401043596|0553524538,41.90022278,-87.80707550
60305|0658425967|2776347939,41.89646149,-87.81339264
60305|0682016709|1282773631,41.87939453,-87.81929016
60305|0807924984|2269758644,41.89644623,-87.81987000
60305|0910330884|0016619028,41.89770508,-87.81172943
60305|0933545504|1410309673,41.89770889,-87.81014252
60305|1003860080|1737710758,41.89222717,-87.82358551
60305|1085366295|3812980542,41.90359497,-87.82021332
60305|1128636963|0494055527,41.90549850,-87.80564117
60305|1574336272|1211369830,41.88705826,-87.81960297
60305|1726636363|2925522872,41.90552139,-87.82346344
60305|2427934474|3464444268,41.88315201,-87.82431030
60305|2936755542|1019094410,41.90121078,-87.82201385
60305|2936755542|1519282892,41.90121078,-87.82201385
60305|3135396421|2093075642,41.89990997,-87.80543518
60305|3521911152|3567824075,41.90208435,-87.81851959
60305|3620674064|3124982444,41.90326691,-87.81080627
60305|3836477065|3198499318,41.90155411,-87.80568695
60305|4123346965|0819632166,41.90553665,-87.81048584
60305|4232643531|0477953545,41.90790939,-87.82032013
60542|0538704485|1122436782,41.81042099,-88.31913757
60607|1382567692|2509562357,41.86238861,-87.64636993
60613|1792535343|2003856868,41.95271683,-87.65277100
60613|2101035890|2097252378,41.95513916,-87.67728424
60614|2979747617|2393384027,41.93180466,-87.64079285
60618|0361678198|0190988247,41.94149017,-87.72480011
60618|0613946327|1282082650,41.95275879,-87.72595215
60618|1899453246|1293687505,41.93463516,-87.71451569
60618|2482581214|4075054138,41.94201279,-87.71749115
60618|2682819957|2775270429,41.93912888,-87.72631073
60618|2723647096|0558968266,41.93696976,-87.72538757
60618|2733764465|0689010830,41.94307709,-87.72239685
60618|3249636177|1300203632,41.93751144,-87.71732330
60618|3442885029|2209597574,41.94939804,-87.71524048
60618|3497927750|4126358900,41.96020889,-87.70941925
60618|3915210689|0913621288,41.95754242,-87.70981598
60625|0138069145|1299679048,41.97777939,-87.68267822
60625|0260688742|0846166810,41.98221207,-87.69763184
60625|0336727232|4168729107,41.96664810,-87.71089172
60625|0642139589|2475642390,41.96133041,-87.70824432
60625|0848700001|1311247676,41.96653748,-87.71698761
60625|0899244992|1441764932,41.96371078,-87.67901611
60625|1057655279|3656248622,41.96939850,-87.70493317
60625|1118418810|1585097401,41.96163559,-87.72537994
60625|1409276672|0690219878,41.97243500,-87.72193146
60625|1461096981|0917447628,41.96633148,-87.71088409
60625|1493443163|0678743106,41.97192383,-87.72663116
60625|1573530965|3310567770,41.96673203,-87.72552490
60625|1897826969|0878558663,41.97119904,-87.70489502
60625|2793760837|1598690975,41.96875381,-87.72436523
60625|2966289337|1066633272,41.97296524,-87.69241333
60625|2985484617|1042015369,41.96150970,-87.71558380
60625|3108630505|4201569068,41.97048569,-87.72192383
60625|3489621311|2168465029,41.96565628,-87.70159912
60625|3614894067|0811483667,41.97107697,-87.71346283
60625|3757842335|0343265884,41.96823883,-87.69257355
60625|3862647132|3623536996,41.97122574,-87.71347046
60630|0000328341|1278150266,41.96675873,-87.77719879
60630|0004931007|2674434802,41.97137070,-87.77581787
60630|0005741398|1866372666,41.96905518,-87.77949524
60630|0005768819|0802249834,41.97797012,-87.78092957
60630|0013554256|0322067497,41.96412277,-87.76860046
60630|0021901869|0385090664,41.98036575,-87.77445221
60630|0023990936|2908966305,41.97122574,-87.78068542
60630|0024879585|2029441404,41.96535110,-87.75623322
60630|0033366317|3557658215,41.97620773,-87.78234863
60630|0037045775|2412345397,41.97608185,-87.75781250
60630|0046483142|2070622132,41.97416306,-87.78144836
60630|0053829979|2908485966,41.96142578,-87.76592255
60630|0055695900|0396246213,41.96468735,-87.78495026
60630|0057846148|2537967293,41.96149063,-87.76019287
60630|0066976215|0296054430,41.97381592,-87.76389313
60630|0070394614|2803300698,41.96334076,-87.76293945
60630|0070537035|1358278539,41.96783447,-87.76505280
60630|0071419841|2998767610,41.97254944,-87.77214813
60630|0074307709|3383101843,41.98167419,-87.77458191
60630|0076516901|0361570200,41.96775436,-87.77071381
60630|0081857084|4233288010,41.97209930,-87.78795624
60630|0083272110|2999144314,41.97910690,-87.76208496
60630|0085796490|2063490125,41.96997070,-87.76615906
60630|0089885225|2222468472,41.97251892,-87.76969910
60630|0091433365|2926584844,41.96274567,-87.77584076
60630|0104127806|3738154578,41.98051453,-87.77445221
60630|0109305400|0797053663,41.98189163,-87.77200317
60630|0110260404|0174861901,41.97652817,-87.76846313
60630|0113326049|1579315618,41.97172546,-87.77270508
60630|0116972296|1279368312,41.98113632,-87.77322388
60630|0121161237|3850039040,41.97013855,-87.76753235
60630|0121477945|2445015926,41.97202301,-87.77383423
60630|0125758485|4049059738,41.98079681,-87.77809143
60630|0138306126|2397247520,41.98035812,-87.77568054
60630|0140430077|0253534805,41.96859360,-87.77539063
60630|0145057485|2287954602,41.96825790,-87.76499939
60630|0147549900|0864201481,41.96237564,-87.77339172
60630|0148033792|1459766174,41.96949768,-87.77462769
60630|0155638134|1726642744,41.97595215,-87.77574158
60630|0161288480|2945263367,41.96660995,-87.78062439
60630|0165231929|1764795683,41.96772766,-87.77292633
60630|0167208505|3224840411,41.98190308,-87.76069641
60630|0169723256|2432226758,41.96179962,-87.74249268
60630|0171991791|1400968713,41.96852875,-87.77992249
60630|0171991791|2848804526,41.96852875,-87.77992249
60630|0179296462|0908287303,41.97371674,-87.76389313
60630|0179395216|2564710322,41.96091080,-87.77089691
60630|0181594542|2779880255,41.98064041,-87.77567291
60630|0182595034|4207514470,41.96076202,-87.77455902
60630|0182948982|3264279734,41.97256851,-87.76254272
60630|0183666187|1784919791,41.96242142,-87.76277161
60630|0185285312|4272884551,41.98003387,-87.78524780
60630|0190954260|3879388683,41.97292709,-87.77080536
60630|0192751824|0112885866,41.96646118,-87.76513672
60630|0196150505|2823634429,41.97059250,-87.77583313
60630|0197463348|0743591769,41.98152161,-87.77201080
60630|0202589496|3079997481,41.97755051,-87.77957916
60630|0204671958|0916138224,41.96846390,-87.76747131
